motVedette;nbSyll;origin;sampa;ipa
treaty;2;treaʹty;t r\ i: 4 i:;tɹiːɾiː
treble;2;trĕʹble;t r\ E b @ l;tɹɛbəl
tree;1;tree;t r\ i:;tɹiː
tremble;2;trĕʹmble;t r\ E m b @ l;tɹɛmbəl
tremendous;3;tremĕʹnd_o_us;t r\ @ m E n d @ s;tɹəmɛndəs
tremor;2;trĕʹmor;t r\ E m 3:r;tɹɛmɜ:r
tremulous;3;trĕʹmūl_o_us;t r\ E m j @ l @ s;tɹɛmjələs
trench;1;trĕnch;t r\ E n tS;tɹɛn?
trencher;2;trĕʹncher;t r\ E n tS 3:r;tɹɛn?ɜ:r
trenches;2;trĕʹnches;t r\ E n tS i z;tɹɛn?iz
trepidation;5;trĕpĭdāʹtion;t r\ E p i d eI S @ n;tɹɛpid?ʃən
trespass;2;trĕʹſpăſs;t r\ E s p { s;tɹɛspæs
tressel;2;treʹſſel;t r\ E s @ l;tɹɛsəl
tresses;2;trĕʹſſes;t r\ E s i z;tɹɛsiz
trial;2;trīʹal;t r\ aI @ l;tɹ?əl
triangle;3;trīʹăngle;t r\ aI { N g @ l;tɹ?æŋgəl
triangular;4;trīʹăngŭlar;t r\ aI { N g j @ l 3:r;tɹ?æŋgjəlɜ:r
tribe;1;trībe;t r\ aI b;tɹ?b
tribulation;5;trĭbūlāʹtion;t r\ I b j @ l eI S @ n;tɹɪbjəl?ʃən
tribunal;3;trĭbūʹnal;t r\ @ b j u n @ l;tɹəbjunəl
tributary;4;trĭʹbūtăry;t r\ I b j @ t E r\ i:;tɹɪbjətɛɹiː
tribute;2;trĭʹbūte;t r\ I b j u t;tɹɪbjut
trice;1;trīce;t r\ aI s;tɹ?s
trick;1;trĭck;t r\ I k;tɹɪk
trickle;2;trĭʹckle;t r\ I k @ l;tɹɪkəl
trident;2;trīʹdent;t r\ aI d @ n t;tɹ?dənt
triennial;4;trīʹĕnnĭal;t r\ aI E n i: @ l;tɹ?ɛniːəl
trifle;2;trīʹfle;t r\ aI f @ l;tɹ?fəl
trifling;2;trīʹfling;t r\ aI f l i N;tɹ?fliŋ
trigger;2;trĭʹgg_e_r;t r\ I g 3:r;tɹɪgɜ:r
trilateral;4;trīlăʹtĕral;t r\ aI l { 4 3:r @ l;tɹ?læɾɜ:rəl
trill;1;trĭll;t r\ I l;tɹɪl
trim;1;trĭm;t r\ I m;tɹɪm
trimmer;2;trĭʹmmer;t r\ I m 3:r;tɹɪmɜ:r
trimmings;2;trĭʹmmings;t r\ I m i N z;tɹɪmiŋz
trine;1;trīne;t r\ aI n;tɹ?n
trinity;3;trĭʹnĭty;t r\ I n @ 4 i:;tɹɪnəɾiː
trinket;2;trĭʹnket;t r\ I N k @ t;tɹɪŋkət
trip;1;trĭp;t r\ I p;tɹɪp
tripartite;3;trĭpăʹrtīte;t r\ aI p A r\ t aI t;tɹ?pɑɹt?t
tripe;1;trīpe;t r\ aI p;tɹ?p
triple;3;trīʹple;t r\ I p @ l;tɹɪpəl
triplicate;3;trīʹplĭcāte;t r\ I p l i k @ t;tɹɪplikət
tripod;2;trīʹpod;t r\ aI p A d;tɹ?pɑd
tripping;2;trĭʹpping;t r\ I p i N;tɹɪpiŋ
trite;1;trīte;t r\ aI t;tɹ?t
triton;2;trīʹton;t r\ aI t @ n;tɹ?tən
trivial;3;trĭʹvĭal;t r\ I v i: @ l;tɹɪviːəl
triumph;2;trīʹŭmph;t r\ aI @ m f;tɹ?əmf
triumphal;3;trīŭʹmphal;t r\ aI V m f @ l;tɹ?ʌmfəl
triumvirate;4;trīŭʹmvĭrāte;t r\ aI V m v 3:r @ t;tɹ?ʌmvɜ:rət
trolling;2;trŏʹlling;t r\ @U l i N;tɹoʊliŋ
troop;1;troop;t r\ u p;tɹup
trooper;2;trooʹp_e_r;t r\ u p 3:r;tɹupɜ:r
trophy;2;trŏʹphy;t r\ @U f i:;tɹoʊfiː
tropics;2;trŏʹpics;t r\ A p i k s;tɹɑpiks
trot;1;trŏt;t r\ A t;tɹɑt
troth;1;trŏth;t r\ @U T;tɹoʊθ
trouble;2;tr_o_ŭʹble;t r\ V b @ l;tɹʌbəl
troublesome;3;tr_o_ŭʹbl_e_sŏme;t r\ V b @ l s @ m;tɹʌbəlsəm
trowel;3;trȯʹẇel;t r\ aU w E l;tɹ?wɛl
troy;1;troy;t r\ OI;tɹ?
truant;2;trūʹănt;t r\ u @ n t;tɹuənt
truce;1;trūce;t r\ u s;tɹus
truck;1;trŭck;t r\ V k;tɹʌk
trucks;1;trŭcks;t r\ V k s;tɹʌks
trudge;1;trŭdge;t r\ V dZ;tɹʌ?
true;1;trūe;t r\ u;tɹu
truelove;2;trūʹ_e_lŏve;t r\ u l V v;tɹulʌv
truffle;2;trŭʹffle;t r\ V f @ l;tɹʌfəl
trull;1;trŭll;t r\ V l;tɹʌl
truly;2;trūʹly;t r\ u l i:;tɹuliː
trump;1;trŭmp;t r\ V m p;tɹʌmp
trumpet;2;trŭʹmpet;t r\ V m p @ t;tɹʌmpət
truncheon;3;trŭʹncheon;t r\ V n tS i n;tɹʌn?in
trundle;2;trŭʹndle;t r\ V n d @ l;tɹʌndəl
trunk;1;trŭnk;t r\ V N k;tɹʌŋk
truss;1;trŭſs;t r\ V s;tɹʌs
trust;1;trŭſt;t r\ V s t;tɹʌst
trustee;2;trŭſteeʹ;t r\ V s t i:;tɹʌstiː
trusty;2;trŭʹſty;t r\ V s t i:;tɹʌstiː
truth;1;trūth;t r\ u T;tɹuθ
try;1;try;t r\ aI;tɹ?
tub;1;tŭb;t V b;tʌb
tube;1;tūbe;t u b;tub
tuck;1;tŭck;t V k;tʌk
tucker;2;tŭʹck_e_r;t V k 3:r;tʌkɜ:r
tuesday;2;tūʹ_e_ſday;t u z d i:;tuzdiː
tuft;1;tŭft;t V f t;tʌft
tug;1;tŭg;t V g;tʌg
tuition;4;tūĭʹtion;t j u I S @ n;tjuɪʃən
tulip;2;tūʹlĭp;t u l @ p;tuləp
tumble;2;tŭʹmble;t V m b @ l;tʌmbəl
tumbler;1;tŭʹmbler;t V m b l 3:r;tʌmblɜ:r
tumult;2;tūʹmŭlt;t u m @ l t;tuməlt
tumultuous;4;tūmŭʹltū_o_us;t u m V l tS u @ s;tumʌl?uəs
tune;1;tūne;t u n;tun
tunic;2;tūʹnic;t u n i k;tunik
tunnel;2;tŭʹnnel;t V n @ l;tʌnəl
tunny;2;tŭʹnny;t V n i:;tʌniː
turbot;2;tŭʹrbŏt;t 3:r b @U;tɜ:rboʊ
turbulent;3;tŭʹrbūlent;t 3:r b j @ l @ n t;tɜ:rbjələnt
turf;1;tŭrf;t 3:r f;tɜ:rf
turgid;2;tŭʹrgid;t 3:r dZ i d;tɜ:r?id
turk;1;tŭrk;t 3:r k;tɜ:rk
turkey;2;tŭʹrkey;t 3:r k i:;tɜ:rkiː
turkish;2;tŭʹrkiſh;t 3:r k i S;tɜ:rkiʃ
turmoil;3;tŭʹrmoil;t 3:r m OI l;tɜ:rm?l
turn;1;tŭrn;t 3:r n;tɜ:rn
turner;2;tŭʹrner;t 3:r n 3:r;tɜ:rnɜ:r
turnip;2;tŭʹrnip;t 3:r n @ p;tɜ:rnəp
turnpike;2;tŭʹrnpīke;t 3:r n p aI k;tɜ:rnp?k
turpitude;3;tŭʹrpĭtūde;t 3:r p i t u d;tɜ:rpitud
turret;2;tŭʹrret;t 3:r @ t;tɜ:rət
turtle;2;tŭʹrtle;t 3:r 4 @ l;tɜ:rɾəl
tuscan;2;tŭʹſcan;t V s k @ n;tʌskən
tushes;2;tŭʹſhes;t U S i z;tʊʃiz
tusks;1;tŭſks;t V s k s;tʌsks
tutelage;3;tūtĕʹlage;t j u 4 i l i dZ;tjuɾili?
tutor;2;tūʹtor;t u 4 3:r;tuɾɜ:r
twain;1;twain;t w eI n;tw?n
twang;1;twăng;t w A N;twɑŋ
tweezers;2;tweeʹzers;t w i: z 3:r z;twiːzɜ:rz
twelfth;1;twĕlfth;t w E l f T;twɛlfθ
twelve;1;twĕlve;t w E l v;twɛlv
twenty;2;twĕʹnty;t w E n t i:;twɛntiː
twice;1;twīce;t w aI s;tw?s
twig;1;twĭg;t w I g;twɪg
twilight;2;twīʹlī_gh_t;t w aI l aI t;tw?l?t
twine;1;twīne;t w aI n;tw?n
twinge;1;twĭnge;t w I n dZ;twɪn?
twinkling;2;twĭʹnkling;t w I N k @ l i N;twɪŋkəliŋ
twins;1;twĭns;t w I n z;twɪnz
twirl;1;twĭrl;t w 3:r l;twɜ:rl
twist;1;twĭſt;t w I s t;twɪst
twitch;1;twĭtch;t w I tS;twɪ?
tye;1;tye;t aI;t?
tympanum;3;tympāʹnum;t I m p @ n @ m;tɪmpənəm
type;1;tȳpe;t aI p;t?p
typical;3;tȳpĭcal;t I p @ k @ l;tɪpəkəl
typically;4;tȳʹpĭcally;t I p i k l i:;tɪpikliː
typographical;5;tȳpŏgrăʹphĭcal;t aI p @ g r\ { f i k @ l;t?pəgɹæfikəl
typography;4;tȳpŏʹgraphy;t @ p A g r\ @ f i:;təpɑgɹəfiː
tyrannical;4;tȳrăʹnnĭcal;t 3:r { n i k @ l;tɜ:rænikəl
tyranny;3;tȳʹrănny;t I r\ @ n i:;tɪɹəniː
tyrant;2;tȳʹrănt;t aI r\ @ n t;t?ɹənt
vacancy;3;văʹcăncy;v eI k @ n s i:;v?kənsiː
vacant;2;văʹcănt;v eI k @ n t;v?kənt
vacate;2;văʹcāte;v eI k eI t;v?k?t
vacation;4;văcāʹtion;v eI k eI S @ n;v?k?ʃən
vacuum;3;văʹcūŭm;v { k j u m;vækjum
vagabond;3;vāʹgăbŏnd;v { g @ b A n d;vægəbɑnd
vagary;3;văgāʹry;v eI g 3:r i:;v?gɜ:riː
vagrant;2;văʹgrănt;v eI g r\ @ n t;v?gɹənt
vague;1;vāg_ue_;v eI g;v?g
vail;1;vail;v eI l;v?l
vain;1;vain;v eI n;v?n
vale;1;vāle;v eI l;v?l
valence;2;vaʹlĕnce;v eI l @ n s;v?ləns
valentine;3;vaʹlĕntīne;v { l @ n t aI n;vælənt?n
valet;2;văʹlet;v { l eI;væl?
valiant;3;văʹlĭant;v { l j @ n t;væljənt
valid;2;văʹlĭd;v { l @ d;væləd
validate;3;valĭʹdāte;v { l @ 4 eI t;væləɾ?t
validity;4;valĭʹdĭty;v @ l I 4 @ 4 i:;vəlɪɾəɾiː
valley;2;văʹlley;v { l i:;væliː
valuable;4;văʹlūable;v { l j @ b @ l;væljəbəl
valuation;5;vălūāʹtion;v { l j u eI S @ n;vælju?ʃən
value;2;văʹlūe;v { l j u;vælju
valve;1;valve;v { l v;vælv
vamp;1;vămp;v { m p;væmp
van;1;văn;v { n;væn
vandals;2;văʹndăls;v { n d @ l z;vændəlz
vane;1;vāne;v eI n;v?n
vanilla;3;vănĭʹllā;v @ n I l @;vənɪlə
vanish;2;văʹniſh;v { n i S;væniʃ
vanity;3;văʹnĭty;v { n @ 4 i:;vænəɾiː
vanquish;2;văʹnquiſh;v { N k w i S;væŋkwiʃ
vantage;2;văʹntage;v { n t @ dZ;væntə?
vapid;2;văʹpid;v { p i d;væpid
variable;4;văʹrĭable;v E r\ i: @ b @ l;vɛɹiːəbəl
variance;3;văʹrĭănce;v E r\ i: @ n s;vɛɹiːəns
variation;5;vărĭāʹtion;v E r\ i: eI S @ n;vɛɹiː?ʃən
variegated;5;văʹrĭĕgāted;v 3:r i: @ g eI 4 i d;vɜ:riːəg?ɾid
variety;4;vărīʹĕty;v 3:r aI @ 4 i:;vɜ:r?əɾiː
various;3;văʹrĭ_o_us;v E r\ i: @ s;vɛɹiːəs
varnish;2;văʹrniſh;v A r\ n i S;vɑɹniʃ
vary;2;văʹry;v E r\ i:;vɛɹiː
vase;1;vāſe;v eI s;v?s
vassal;2;văʹſſal;v { s @ l;væsəl
vast;1;văſt;v { s t;væst
vat;1;văt;v { t;væt
vatican;3;văʹtĭcăn;v { 4 i k @ n;væɾikən
vault;1;vault;v O: l t;vOːlt
ubiquity;4;ūbĭʹquĭty;j u b I k w i 4 i:;jubɪkwiɾiː
veal;1;veal;v i: l;viːl
vedette;2;vedĕʹtte;v i d E t;vidɛt
veer;1;veer;v I r\;vɪɹ
vegetables;4;vĕʹgĕtables;v E dZ t @ b @ l z;vɛ?təbəlz
vegetate;3;vĕʹgĕtāte;v E dZ @ t eI t;vɛ?ət?t
vegetation;5;vĕgĕtāʹtion;v E dZ @ t eI S @ n;vɛ?ət?ʃən
vegetative;4;vĕʹgĕtătive;v E dZ @ t eI 4 i v;vɛ?ət?ɾiv
vehemence;3;vĕʹ_h_ĕmĕnce;v i: @ m @ n s;viːəməns
vehement;3;vĕʹ_h_ĕment;v i: @ m @ n t;viːəmənt
vehicle;3;vēʹhĭcle;v i: h i k @ l;viːhikəl
vein;1;vein;v eI n;v?n
velocity;4;vĕlōʹcĭty;v @ l A s @ 4 i:;vəlɑsəɾiː
velvet;2;vĕʹlvet;v E l v @ t;vɛlvət
venal;2;vēʹnal;v i: n @ l;viːnəl
venality;4;vĕnăʹlĭty;v i n { l i 4 i:;vinæliɾiː
vendee;2;vĕndeeʹ;v E n d i:;vɛndiː
venerable;4;vĕʹnĕrable;v E n 3:r @ b @ l;vɛnɜ:rəbəl
venerate;3;vĕʹnĕrāte;v E n 3:r eI t;vɛnɜ:r?t
venereal;4;vĕnĕʹrėȧl;v @ n I r\ i: @ l;vənɪɹiːəl
vengeance;2;vĕʹngeance;v E n dZ @ n s;vɛn?əns
vengeful;2;vĕʹng_e_ful;v E n dZ f @ l;vɛn?fəl
venison;3;vĕʹn_i_ſon;v E n @ s @ n;vɛnəsən
venom;2;vĕʹnom;v E n @ m;vɛnəm
venomous;3;vĕʹnŏm_o_us;v E n @ m @ s;vɛnəməs
vent;1;vĕnt;v E n t;vɛnt
venter;2;vĕʹnt_e_r;v E n t 3:r;vɛntɜ:r
ventilate;3;vĕʹntĭlāte;v E n t @ l eI t;vɛntəl?t
ventilator;4;vĕntĭlāʹtor;v E n t @ l eI 4 3:r;vɛntəl?ɾɜ:r
venture;2;vĕʹntūre;v E n tS 3:r;vɛn?ɜ:r
venus;2;vĕʹnus;v i: n @ s;viːnəs
veracity;4;vērāʹcĭty;v 3:r { s i 4 i:;vɜ:ræsiɾiː
verb;1;vĕrb;v 3:r b;vɜ:rb
verbal;2;vĕʹrbal;v 3:r b @ l;vɜ:rbəl
verbatim;3;vĕrbāʹtim;v 3:r b eI 4 @ m;vɜ:rb?ɾəm
verdant;2;vĕʹrdănt;v 3:r d @ n t;vɜ:rdənt
verdict;2;vĕʹrdict;v 3:r 4 i k t;vɜ:rɾikt
verdure;2;vĕʹrdūre;v 3:r d U r\;vɜ:rdʊɹ
verge;1;verge;v 3:r dZ;vɜ:r?
verify;3;vĕʹrĭfy;v E r\ @ f aI;vɛɹəf?
verisimilitude;6;verĭsĭmĭʹlĭtūde;v E r\ @ s @ m I l @ t u d;vɛɹəsəmɪlətud
vermilion;4;vĕrmĭʹlĭon;v 3:r m I l j @ n;vɜ:rmɪljən
vermin;2;vĕʹrmin;v 3:r m i n;vɜ:rmin
vernal;2;vĕʹrnal;v 3:r n @ l;vɜ:rnəl
verse;1;vĕrſe;v 3:r s;vɜ:rs
versed;2;vĕʹrſed;v 3:r s t;vɜ:rst
version;3;vĕʹrſion;v 3:r Z @ n;vɜ:rʒən
vert;1;vĕrt;v 3:r t;vɜ:rt
vertex;2;vĕʹrtex;v 3:r t E k s;vɜ:rtɛks
vertical;3;vĕʹrtĭcal;v 3:r 4 i k @ l;vɜ:rɾikəl
vertigo;3;vĕʹrtĭgo;v 3:r 4 i g @U;vɜ:rɾigoʊ
vesper;2;vĕʹſp_e_r;v E s p 3:r;vɛspɜ:r
vessel;2;vĕʹſſel;v E s @ l;vɛsəl
vest;1;vĕſt;v E s t;vɛst
vesta;2;vĕʹſtā;v E s t @;vɛstə
vestal;2;vĕʹſtal;v E s t @ l;vɛstəl
vestiges;3;vĕʹſtĭges;v E s t i dZ i z;vɛsti?iz
veteran;3;vĕʹtĕran;v E 4 3:r @ n;vɛɾɜ:rən
vex;1;vĕx;v E k s;vɛks
vexatious;4;vĕxāʹti_o_us;v E k s eI S @ s;vɛks?ʃəs
ugly;2;ŭʹgly;V g l i:;ʌgliː
vial;2;vīʹal;v aI @ l;v?əl
vibrate;2;vīʹbrāte;v aI b r\ eI t;v?bɹ?t
vibration;4;vībrāʹtion;v aI b r\ eI S @ n;v?bɹ?ʃən
vicar;2;vĭʹcar;v I k 3:r;vɪkɜ:r
vicarious;4;vĭcāʹrĭ_o_us;v aI k E r\ i: @ s;v?kɛɹiːəs
vice;1;vīce;v aI s;v?s
viceroy;2;vīʹc_e_roy;v aI s r\ OI;v?sɹ?
vicinity;4;vĭcĭʹnĭty;v @ s I n @ 4 i:;vəsɪnəɾiː
vicious;3;vĭʹcĭ_o_us;v I S @ s;vɪʃəs
vicissitude;4;vĭcĭʹſsĭtūde;v I s I s i 4 u d;vɪsɪsiɾud
victor;2;vĭʹctor;v I k t 3:r;vɪktɜ:r
victorious;4;vĭctōʹrĭ_o_us;v i k t O: r\ i: @ s;viktOːɹiːəs
victory;3;vĭʹctŏry;v I k t 3:r i:;vɪktɜ:riː
vie;1;vīe;v aI;v?
view;1;view;v j u;vju
vigil;2;viʹgil;v I dZ @ l;vɪ?əl
vigilance;3;vĭʹgĭlănce;v I dZ @ l @ n s;vɪ?ələns
vigilant;3;vĭʹgĭlant;v I dZ @ l @ n t;vɪ?ələnt
vigorous;3;vĭʹgŏr_o_us;v I g 3:r @ s;vɪgɜ:rəs
vile;1;vīle;v aI l;v?l
vilify;3;vīʹlĭfy;v I l i f aI;vɪlif?
villa;2;vĭʹllā;v I l @;vɪlə
village;2;vĭʹllage;v I l @ dZ;vɪlə?
villager;3;vĭʹllager;v I l i dZ 3:r;vɪli?ɜ:r
villain;2;vĭʹll_a_ĭn;v I l @ n;vɪlən
villainous;3;vĭʹll_a_ĭn_o_us;v I l @ n @ s;vɪlənəs
vindicate;3;vĭʹndĭcāte;v I n d @ k eI t;vɪndək?t
vindication;5;vĭndĭcāʹtion;v i n d @ k eI S @ n;vindək?ʃən
vindictive;3;vĭndĭʹctive;v i n d I k t i v;vindɪktiv
vine;1;vīne;v aI n;v?n
vinegar;3;vĭnĕʹgar;v I n @ g 3:r;vɪnəgɜ:r
vineyard;2;vĭʹn_e_yărd;v I n j 3:r d;vɪnjɜ:rd
vintage;2;vĭʹntage;v I n t i dZ;vɪnti?
vintner;2;vĭʹntner;v I n t n 3:r;vɪntnɜ:r
viol;2;vīʹol;v aI @U l;v?oʊl
violate;3;vīʹŏlāte;v aI @ l eI t;v?əl?t
violation;5;vīŏlāʹtion;v aI @ l eI S @ n;v?əl?ʃən
violator;4;vīŏlāʹtor;v aI @ l eI 4 3:r;v?əl?ɾɜ:r
violence;3;vīʹŏlĕnce;v aI @ l @ n s;v?ələns
violent;3;vīʹŏlent;v aI @ l @ n t;v?ələnt
violet;3;vīʹ_o_let;v aI @ l i t;v?əlit
violin;3;vīʹ_o_lin;v aI @ l I n;v?əlɪn
viper;2;vīʹp_e_r;v aI p 3:r;v?pɜ:r
virago;3;vĭʹrāʹgo;v I r\ @ g @U;vɪɹəgoʊ
virgin;2;vĭʹrgin;v 3:r dZ i n;vɜ:r?in
virginity;4;vĭrgĭʹnĭty;v 3:r dZ I n i 4 i:;vɜ:r?ɪniɾiː
virgo;2;vĭʹrgo;v 3:r g @U;vɜ:rgoʊ
virility;4;vĭrĭʹlĭty;v 3:r I l @ 4 i:;vɜ:rɪləɾiː
virtual;3;vĭʹrtūal;v 3:r tS u @ l;vɜ:r?uəl
virtue;2;vĭʹrtūe;v 3:r tS u;vɜ:r?u
virtuoso;4;vĭrtūōʹſo;v 3:r tS u @U s @U;vɜ:r?uoʊsoʊ
virtuous;3;vĭʹrtū_o_us;v 3:r tS u @ s;vɜ:r?uəs
virulence;3;vĭʹrūlĕnce;v I r\ @ l @ n s;vɪɹələns
virulent;3;vĭʹrūlent;v I r\ @ l @ n t;vɪɹələnt
virus;2;vīʹrus;v aI r\ @ s;v?ɹəs
visage;2;vĭʹſage;v I z @ dZ;vɪzə?
visceral;3;vĭʹſcĕral;v I s 3:r @ l;vɪsɜ:rəl
viscous;2;vĭʹſc_o_us;v I s k @ s;vɪskəs
visible;3;vĭʹsĭble;v I z @ b @ l;vɪzəbəl
vision;3;vĭſion;v I Z @ n;vɪʒən
visionary;5;vĭʹsĭonăry;v I Z @ n E r\ i:;vɪʒənɛɹiː
visit;2;vĭʹsĭt;v I z @ t;vɪzət
visitation;5;vĭsĭtāʹtion;v I z @ t eI S @ n;vɪzət?ʃən
visiting;3;vĭʹsĭting;v I z @ 4 i N;vɪzəɾiŋ
visitor;3;vĭʹsĭtor;v I z @ 4 3:r;vɪzəɾɜ:r
visor;2;vīʹſor;v aI z 3:r;v?zɜ:r
vista;2;vĭʹſtā;v I s t @;vɪstə
visual;3;vĭʹsūal;v I Z @ w @ l;vɪʒəwəl
vital;2;vīʹtal;v aI 4 @ l;v?ɾəl
vitiate;3;vĭʹtiāte;v i: S i: eI t;viːʃiː?t
vitriol;3;vĭʹtrĭol;v I t r\ i: @ l;vɪtɹiːəl
vitriolic;3;vĭtrĭŏʹlic;v I t r\ i: A l i k;vɪtɹiːɑlik
vivacious;4;vĭvāʹcĭ_o_us;v @ v eI S @ s;vəv?ʃəs
vivacity;4;vĭvācĭty;v @ v eI s i 4 i:;vəv?siɾiː
vivid;2;vĭʹvĭd;v I v @ d;vɪvəd
viviparous;4;vīvĭʹpăr_o_us;v aI v I p 3:r @ s;v?vɪpɜ:rəs
vixen;2;vĭʹx_e_n;v I k s i n;vɪksin
viz;1;vĭz;v i: z;viːz
ulcer;2;ŭʹlcer;V l s 3:r;ʌlsɜ:r
ulterior;4;ŭltĕʹrĭor;@ l t I r\ i: 3:r;əltɪɹiːɜ:r
ultimate;3;ŭʹltĭmāte;V l t @ m @ t;ʌltəmət
umbilical;4;ŭmbĭʹlĭcal;@ m b I l i k @ l;əmbɪlikəl
umbrage;2;ŭʹmbrage;V m b r\ i dZ;ʌmbɹi?
umbrella;3;ŭmbrĕʹllā;@ m b r\ E l @;əmbɹɛlə
umpire;2;ŭʹmpĭre;V m p aI 3:r;ʌmp?ɜ:r
unable;3;ŭnāʹble;@ n eI b @ l;ən?bəl
unacceptable;5;ŭnăccĕʹptable;V n { k s E p t @ b @ l;ʌnæksɛptəbəl
unaccustomed;5;ŭnăccŭʹſtŏmed;V n @ k V s t @ m d;ʌnəkʌstəmd
unadorned;4;ŭnădŏʹrned;V n @ d O: r\ n d;ʌnədOːɹnd
unaffected;4;ŭnăffĕʹcted;V n @ f E k t i d;ʌnəfɛktid
unaided;3;ŭnaiʹded;@ n eI 4 i d;ən?ɾid
unalienable;6;ŭnāʹlĭĕnable;@ n eI l i: E n @ b @ l;ən?liːɛnəbəl
unalterable;5;ŭnăʹltĕrable;@ n O: l t 3:r @ b @ l;ənOːltɜ:rəbəl
unanimity;5;ūnănĭʹmĭty;j u n @ n I m @ 4 i:;junənɪməɾiː
unanimous;4;ūnăʹnĭm_o_us;j u n { n @ m @ s;junænəməs
unanswerable;5;ŭnăʹnſ_w_ĕrable;V n { n s 3:r @ b @ l;ʌnænsɜ:rəbəl
unarmed;3;ŭnăʹrmed;@ n A r\ m d;ənɑɹmd
unassisted;4;ŭnăſsĭʹſted;V n @ s I s t i d;ʌnəsɪstid
unattainable;5;ŭnăttaĭʹnable;V n @ t eI n @ b @ l;ʌnət?nəbəl
unattended;4;ŭnăttĕʹnded;@ n @ t E n d i d;ənətɛndid
unavailable;5;ŭnăvaiʹlable;V n @ v eI l @ b @ l;ʌnəv?ləbəl
unavoidable;5;ŭnăvoiʹdable;V n @ v OI 4 @ b @ l;ʌnəv?ɾəbəl
unawares;3;ŭnăwāʹres;V n @ w E r\ z;ʌnəwɛɹz
unbar;2;ŭnbăʹr;@ n b A r\;ənbɑɹ
unbecoming;4;ŭnbecŏʹming;V n b i k V m i N;ʌnbikʌmiŋ
unbend;2;ŭnbĕʹnd;V n b E n d;ʌnbɛnd
unbolt;2;ŭnbŏʹlt;V n b @U l t;ʌnboʊlt
unborn;2;ŭnboʹrn;V n b O: r\ n;ʌnbOːɹn
unbridled;4;ŭnbrīʹdled;@ n b r\ aI 4 @ l d;ənbɹ?ɾəld
unbroken;3;ŭnbrōʹk_e_n;@ n b r\ @U k @ n;ənbɹoʊkən
unbuilt;2;ŭnb_u_ĭʹlt;V n b I l t;ʌnbɪlt
unbutton;3;ŭnbŭʹtt_o_n;@ n b V t @ n;ənbʌtən
uncalled;3;ŭncaʹlled;@ n k O: l d;ənkOːld
uncertain;3;ŭncĕʹrt_a_ĭn;@ n s 3:r t @ n;ənsɜ:rtən
uncertainty;4;ŭncĕʹrt_a_ĭnty;@ n s 3:r t @ n t i:;ənsɜ:rtəntiː
unchangeable;4;ŭnchāʹngeable;@ n tS eI n dZ @ b @ l;ən??n?əbəl
uncivil;3;ŭncĭʹvil;@ n s I v @ l;ənsɪvəl
uncle;2;ŭʹncle;V N k @ l;ʌŋkəl
unclean;2;ŭncleaʹn;@ n k l i: n;ənkliːn
uncollected;4;ŭncŏllĕʹcted;@ n k @ l E k t i d;ənkəlɛktid
uncomfortable;5;ŭncŏʹmfŏrtable;@ n k V m f 3:r 4 @ b @ l;ənkʌmfɜ:rɾəbəl
uncommon;3;ŭncŏʹmmon;@ n k A m @ n;ənkɑmən
unconcerned;4;ŭnconcĕʹrned;V n k @ n s 3:r n d;ʌnkənsɜ:rnd
unconfined;4;ŭncŏnfīʹned;V n k @ n f aI n d;ʌnkənf?nd
unconfirmed;4;ŭnconfĭrmed;V n k @ n f 3:r m d;ʌnkənfɜ:rmd
unconnected;4;ŭncŏnnĕʹcted;V n k @ n E k t i d;ʌnkənɛktid
unconscionable;6;ŭncŏʹnſcĭonable;@ n k A n S @ n @ b @ l;ənkɑnʃənəbəl
unconstrained;4;ŭncŏnſtraiʹned;V n k @ n s t r\ eI n d;ʌnkənstɹ?nd
uncontested;4;ŭncŏntĕʹſted;V n k @ n t E s t i d;ʌnkəntɛstid
uncorrected;4;ŭncŏrrĕʹcted;V n k 3:r E k t i d;ʌnkɜ:rɛktid
uncover;3;ŭncŏʹver;@ n k V v 3:r;ənkʌvɜ:r
uncouple;3;ŭnc_o_ŭʹple;@ n k V p @ l;ənkʌpəl
unctuous;3;ŭʹnctū_o_us;V N tS w @ s;ʌŋ?wəs
uncultivated;5;ŭncŭʹltĭvāted;V n k V l t @ v eI 4 @ d;ʌnkʌltəv?ɾəd
uncured;3;ŭncūʹred;V n k j 3:r d;ʌnkjɜ:rd
uncut;2;ŭncŭʹt;V n k V t;ʌnkʌt
undaunted;3;ŭndauʹnted;@ n d O: n t i d;əndOːntid
undecided;4;ŭndecīʹded;V n d i s aI 4 i d;ʌndis?ɾid
undeniable;5;ŭndenīʹable;V n d i n aI @ b @ l;ʌndin?əbəl
under;2;ŭʹnd_e_r;V n d 3:r;ʌndɜ:r
underbid;3;ŭndĕrbĭd;V n d 3:r b I d;ʌndɜ:rbɪd
underfoot;3;ŭndĕrfooʹt;V n d 3:r f U t;ʌndɜ:rfʊt
undergo;3;ŭndĕrgoʹ;V n d 3:r g @U;ʌndɜ:rgoʊ
underling;3;ŭʹndĕrling;V n d 3:r l i N;ʌndɜ:rliŋ
undermine;3;ŭndĕrmīʹne;V n d 3:r m aI n;ʌndɜ:rm?n
underneath;3;ŭndĕrneaʹth;V n d 3:r n i: T;ʌndɜ:rniːθ
underrate;3;ŭndĕrrāʹte;@ n d 3:r r\ eI t;əndɜ:rɹ?t
